gene_ref	gene_id	gene_name	condition_1	condition_2	isoformUpregulated	isoformDownregulated	iso_ref_up	iso_ref_down	featureCompared	isoformsDifferent	switchConsequence	isoPair	cell_line_comparison	featureCompared2
geneComp_00067505	ENSG00000104518.11	GSDMD	intrinsically_resistant	sensitive	MSTRG.27800.4	MSTRG.27800.6	isoComp_00365752	isoComp_00365754	exon_number	True	Exon loss	MSTRG.27800.4 MSTRG.27800.6	T98G vs. 42MGBA	Exon Number
geneComp_00067505	ENSG00000104518.11	GSDMD	intrinsically_resistant	sensitive	MSTRG.27800.4	MSTRG.27800.6	isoComp_00365752	isoComp_00365754	intron_retention	True	Intron retention gain	MSTRG.27800.4 MSTRG.27800.6	T98G vs. 42MGBA	Intron Retention
geneComp_00067505	ENSG00000104518.11	GSDMD	intrinsically_resistant	sensitive	MSTRG.27800.4	MSTRG.27800.6	isoComp_00365752	isoComp_00365754	3_utr_seq_similarity	True	3UTR is longer	MSTRG.27800.4 MSTRG.27800.6	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00067771	ENSG00000105974.13	CAV1	intrinsically_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00368299	isoComp_00368300	tss	True	Tss more upstream	ENST00000341049.7 ENST00000393467.1	T98G vs. 42MGBA	Alternative TSS
geneComp_00067771	ENSG00000105974.13	CAV1	intrinsically_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00368299	isoComp_00368300	exon_number	True	Exon gain	ENST00000341049.7 ENST00000393467.1	T98G vs. 42MGBA	Exon Number
geneComp_00067771	ENSG00000105974.13	CAV1	intrinsically_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00368299	isoComp_00368300	intron_retention	True	Intron retention loss	ENST00000341049.7 ENST00000393467.1	T98G vs. 42MGBA	Intron Retention
geneComp_00067771	ENSG00000105974.13	CAV1	intrinsically_resistant	sensitive	ENST00000341049.7	ENST00000393467.1	isoComp_00368299	isoComp_00368300	5_utr_seq_similarity	True	5UTR is shorter	ENST00000341049.7 ENST00000393467.1	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00369631	isoComp_00369627	tss	True	Tss more downstream	MSTRG.27887.20 ENST00000674102.1	T98G vs. 42MGBA	Alternative TSS
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00369631	isoComp_00369627	intron_structure	True		MSTRG.27887.20 ENST00000674102.1	T98G vs. 42MGBA	Intron Structure
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00369631	isoComp_00369627	exon_number	True	Exon loss	MSTRG.27887.20 ENST00000674102.1	T98G vs. 42MGBA	Exon Number
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	ENST00000674102.1	isoComp_00369631	isoComp_00369627	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27887.20 ENST00000674102.1	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00369631	isoComp_00369637	tss	True	Tss more downstream	MSTRG.27887.20 MSTRG.27887.4	T98G vs. 42MGBA	Alternative TSS
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00369631	isoComp_00369637	intron_structure	True		MSTRG.27887.20 MSTRG.27887.4	T98G vs. 42MGBA	Intron Structure
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00369631	isoComp_00369637	exon_number	True	Exon loss	MSTRG.27887.20 MSTRG.27887.4	T98G vs. 42MGBA	Exon Number
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00369631	isoComp_00369637	intron_retention	True	Intron retention loss	MSTRG.27887.20 MSTRG.27887.4	T98G vs. 42MGBA	Intron Retention
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00369631	isoComp_00369637	5_utr_seq_similarity	True	5UTR is longer	MSTRG.27887.20 MSTRG.27887.4	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00067918	ENSG00000107104.20	KANK1	intrinsically_resistant	sensitive	MSTRG.27887.20	MSTRG.27887.4	isoComp_00369631	isoComp_00369637	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.27887.20 MSTRG.27887.4	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068133	ENSG00000108961.14	RANGRF	intrinsically_resistant	sensitive	ENST00000407006.8	ENST00000226105.11	isoComp_00371702	isoComp_00371701	exon_number	True	Exon loss	ENST00000407006.8 ENST00000226105.11	T98G vs. 42MGBA	Exon Number
geneComp_00068133	ENSG00000108961.14	RANGRF	intrinsically_resistant	sensitive	ENST00000407006.8	ENST00000226105.11	isoComp_00371702	isoComp_00371701	intron_retention	True	Intron retention gain	ENST00000407006.8 ENST00000226105.11	T98G vs. 42MGBA	Intron Retention
geneComp_00068133	ENSG00000108961.14	RANGRF	intrinsically_resistant	sensitive	ENST00000407006.8	ENST00000226105.11	isoComp_00371702	isoComp_00371701	3_utr_seq_similarity	True	3UTR is longer	ENST00000407006.8 ENST00000226105.11	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000499666.7	isoComp_00372047	isoComp_00372044	exon_number	True	Exon gain	MSTRG.21631.3 ENST00000499666.7	T98G vs. 42MGBA	Exon Number
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000499666.7	isoComp_00372047	isoComp_00372044	intron_retention	True	Intron retention loss	MSTRG.21631.3 ENST00000499666.7	T98G vs. 42MGBA	Intron Retention
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000515100.1	isoComp_00372047	isoComp_00372045	tts	True	Tts more upstream	MSTRG.21631.3 ENST00000515100.1	T98G vs. 42MGBA	Alternative TTS
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000515100.1	isoComp_00372047	isoComp_00372045	intron_structure	True		MSTRG.21631.3 ENST00000515100.1	T98G vs. 42MGBA	Intron Structure
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000515100.1	isoComp_00372047	isoComp_00372045	last_exon	True	Last exon more downstream	MSTRG.21631.3 ENST00000515100.1	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000515100.1	isoComp_00372047	isoComp_00372045	exon_number	True	Exon gain	MSTRG.21631.3 ENST00000515100.1	T98G vs. 42MGBA	Exon Number
geneComp_00068165	ENSG00000109270.13	LAMTOR3	intrinsically_resistant	sensitive	MSTRG.21631.3	ENST00000515100.1	isoComp_00372047	isoComp_00372045	3_utr_seq_similarity	True	3UTR is longer	MSTRG.21631.3 ENST00000515100.1	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	tss	True	Tss more upstream	MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Alternative TSS
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	tts	True	Tts more upstream	MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Alternative TTS
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	intron_structure	True		MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Intron Structure
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	exon_number	True	Exon gain	MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Exon Number
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	intron_retention	True	Intron retention gain	MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Intron Retention
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	5_utr_seq_similarity	True	5UTR is longer	MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000427414.2	isoComp_00372506	isoComp_00372495	3_utr_seq_similarity	True	3UTR is longer	MSTRG.21933.2 ENST00000427414.2	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000604030.7	isoComp_00372506	isoComp_00372502	tss	True	Tss more downstream	MSTRG.21933.2 ENST00000604030.7	T98G vs. 42MGBA	Alternative TSS
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000604030.7	isoComp_00372506	isoComp_00372502	intron_structure	True		MSTRG.21933.2 ENST00000604030.7	T98G vs. 42MGBA	Intron Structure
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.2	ENST00000604030.7	isoComp_00372506	isoComp_00372502	5_utr_seq_similarity	True	5UTR is longer	MSTRG.21933.2 ENST00000604030.7	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	tss	True	Tss more upstream	MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Alternative TSS
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	tts	True	Tts more upstream	MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Alternative TTS
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	intron_structure	True		MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Intron Structure
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	exon_number	True	Exon gain	MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Exon Number
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	intron_retention	True	Intron retention gain	MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Intron Retention
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	5_utr_seq_similarity	True	5UTR is longer	MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000427414.2	isoComp_00372507	isoComp_00372495	3_utr_seq_similarity	True	3UTR is longer	MSTRG.21933.6 ENST00000427414.2	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000604030.7	isoComp_00372507	isoComp_00372502	tss	True	Tss more downstream	MSTRG.21933.6 ENST00000604030.7	T98G vs. 42MGBA	Alternative TSS
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000604030.7	isoComp_00372507	isoComp_00372502	intron_structure	True		MSTRG.21933.6 ENST00000604030.7	T98G vs. 42MGBA	Intron Structure
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000604030.7	isoComp_00372507	isoComp_00372502	exon_number	True	Exon gain	MSTRG.21933.6 ENST00000604030.7	T98G vs. 42MGBA	Exon Number
geneComp_00068197	ENSG00000109686.19	SH3D19	intrinsically_resistant	sensitive	MSTRG.21933.6	ENST00000604030.7	isoComp_00372507	isoComp_00372502	5_utr_seq_similarity	True	5UTR is longer	MSTRG.21933.6 ENST00000604030.7	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068249	ENSG00000110107.9	PRPF19	intrinsically_resistant	sensitive	MSTRG.4690.3	MSTRG.4690.2	isoComp_00373029	isoComp_00373028	tts	True	Tts more upstream	MSTRG.4690.3 MSTRG.4690.2	T98G vs. 42MGBA	Alternative TTS
geneComp_00068249	ENSG00000110107.9	PRPF19	intrinsically_resistant	sensitive	MSTRG.4690.3	MSTRG.4690.2	isoComp_00373029	isoComp_00373028	intron_structure	True		MSTRG.4690.3 MSTRG.4690.2	T98G vs. 42MGBA	Intron Structure
geneComp_00068249	ENSG00000110107.9	PRPF19	intrinsically_resistant	sensitive	MSTRG.4690.3	MSTRG.4690.2	isoComp_00373029	isoComp_00373028	exon_number	True	Exon loss	MSTRG.4690.3 MSTRG.4690.2	T98G vs. 42MGBA	Exon Number
geneComp_00068249	ENSG00000110107.9	PRPF19	intrinsically_resistant	sensitive	MSTRG.4690.3	MSTRG.4690.2	isoComp_00373029	isoComp_00373028	intron_retention	True	Intron retention gain	MSTRG.4690.3 MSTRG.4690.2	T98G vs. 42MGBA	Intron Retention
geneComp_00068249	ENSG00000110107.9	PRPF19	intrinsically_resistant	sensitive	MSTRG.4690.3	MSTRG.4690.2	isoComp_00373029	isoComp_00373028	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.4690.3 MSTRG.4690.2	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000462802.5	ENST00000607266.5	isoComp_00375649	isoComp_00375658	tss	True	Tss more upstream	ENST00000462802.5 ENST00000607266.5	T98G vs. 42MGBA	Alternative TSS
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000462802.5	ENST00000607266.5	isoComp_00375649	isoComp_00375658	tts	True	Tts more downstream	ENST00000462802.5 ENST00000607266.5	T98G vs. 42MGBA	Alternative TTS
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000462802.5	ENST00000607266.5	isoComp_00375649	isoComp_00375658	exon_number	True	Exon loss	ENST00000462802.5 ENST00000607266.5	T98G vs. 42MGBA	Exon Number
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000462802.5	ENST00000607266.5	isoComp_00375649	isoComp_00375658	intron_retention	True	Intron retention gain	ENST00000462802.5 ENST00000607266.5	T98G vs. 42MGBA	Intron Retention
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000462802.5	ENST00000607266.5	isoComp_00375649	isoComp_00375658	5_utr_seq_similarity	True	5UTR is longer	ENST00000462802.5 ENST00000607266.5	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000462802.5	ENST00000607266.5	isoComp_00375649	isoComp_00375658	3_utr_seq_similarity	True	3UTR is longer	ENST00000462802.5 ENST00000607266.5	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000440279.7	isoComp_00375652	isoComp_00375648	tss	True	Tss more upstream	ENST00000482684.5 ENST00000440279.7	T98G vs. 42MGBA	Alternative TSS
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000440279.7	isoComp_00375652	isoComp_00375648	exon_number	True	Exon gain	ENST00000482684.5 ENST00000440279.7	T98G vs. 42MGBA	Exon Number
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000440279.7	isoComp_00375652	isoComp_00375648	intron_retention	True	Intron retention switch	ENST00000482684.5 ENST00000440279.7	T98G vs. 42MGBA	Intron Retention
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000440279.7	isoComp_00375652	isoComp_00375648	5_utr_seq_similarity	True	5UTR is longer	ENST00000482684.5 ENST00000440279.7	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000607266.5	isoComp_00375652	isoComp_00375658	tss	True	Tss more upstream	ENST00000482684.5 ENST00000607266.5	T98G vs. 42MGBA	Alternative TSS
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000607266.5	isoComp_00375652	isoComp_00375658	intron_retention	True	Intron retention gain	ENST00000482684.5 ENST00000607266.5	T98G vs. 42MGBA	Intron Retention
geneComp_00068540	ENSG00000112514.18	CUTA	intrinsically_resistant	sensitive	ENST00000482684.5	ENST00000607266.5	isoComp_00375652	isoComp_00375658	5_utr_seq_similarity	True	5UTR is longer	ENST00000482684.5 ENST00000607266.5	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068844	ENSG00000115286.20	NDUFS7	intrinsically_resistant	sensitive	MSTRG.13831.1	ENST00000233627.14	isoComp_00378764	isoComp_00378747	tss	True	Tss more upstream	MSTRG.13831.1 ENST00000233627.14	T98G vs. 42MGBA	Alternative TSS
geneComp_00068844	ENSG00000115286.20	NDUFS7	intrinsically_resistant	sensitive	MSTRG.13831.1	ENST00000233627.14	isoComp_00378764	isoComp_00378747	exon_number	True	Exon gain	MSTRG.13831.1 ENST00000233627.14	T98G vs. 42MGBA	Exon Number
geneComp_00068844	ENSG00000115286.20	NDUFS7	intrinsically_resistant	sensitive	MSTRG.13831.1	ENST00000233627.14	isoComp_00378764	isoComp_00378747	5_utr_seq_similarity	True	5UTR is longer	MSTRG.13831.1 ENST00000233627.14	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068852	ENSG00000115317.12	HTRA2	intrinsically_resistant	sensitive	ENST00000462909.5	ENST00000258080.8	isoComp_00378825	isoComp_00378822	tss	True	Tss more upstream	ENST00000462909.5 ENST00000258080.8	T98G vs. 42MGBA	Alternative TSS
geneComp_00068852	ENSG00000115317.12	HTRA2	intrinsically_resistant	sensitive	ENST00000462909.5	ENST00000258080.8	isoComp_00378825	isoComp_00378822	exon_number	True	Exon gain	ENST00000462909.5 ENST00000258080.8	T98G vs. 42MGBA	Exon Number
geneComp_00068852	ENSG00000115317.12	HTRA2	intrinsically_resistant	sensitive	ENST00000462909.5	ENST00000258080.8	isoComp_00378825	isoComp_00378822	5_utr_seq_similarity	True	5UTR is longer	ENST00000462909.5 ENST00000258080.8	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00068991	ENSG00000116237.16	ICMT	intrinsically_resistant	sensitive	MSTRG.151.3	ENST00000343813.10	isoComp_00380339	isoComp_00380331	exon_number	True	Exon gain	MSTRG.151.3 ENST00000343813.10	T98G vs. 42MGBA	Exon Number
geneComp_00068991	ENSG00000116237.16	ICMT	intrinsically_resistant	sensitive	MSTRG.151.3	ENST00000343813.10	isoComp_00380339	isoComp_00380331	intron_retention	True	Intron retention loss	MSTRG.151.3 ENST00000343813.10	T98G vs. 42MGBA	Intron Retention
geneComp_00068991	ENSG00000116237.16	ICMT	intrinsically_resistant	sensitive	MSTRG.151.3	ENST00000343813.10	isoComp_00380339	isoComp_00380331	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.151.3 ENST00000343813.10	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00068997	ENSG00000116285.13	ERRFI1	intrinsically_resistant	sensitive	ENST00000377482.10	MSTRG.191.3	isoComp_00380369	isoComp_00380375	exon_number	True	Exon gain	ENST00000377482.10 MSTRG.191.3	T98G vs. 42MGBA	Exon Number
geneComp_00068997	ENSG00000116285.13	ERRFI1	intrinsically_resistant	sensitive	ENST00000377482.10	MSTRG.191.3	isoComp_00380369	isoComp_00380375	intron_retention	True	Intron retention loss	ENST00000377482.10 MSTRG.191.3	T98G vs. 42MGBA	Intron Retention
geneComp_00068997	ENSG00000116285.13	ERRFI1	intrinsically_resistant	sensitive	ENST00000377482.10	MSTRG.191.3	isoComp_00380369	isoComp_00380375	5_utr_seq_similarity	True	5UTR is shorter	ENST00000377482.10 MSTRG.191.3	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00069185	ENSG00000117868.17	ESYT2	intrinsically_resistant	sensitive	MSTRG.26714.2	ENST00000652148.1	isoComp_00382171	isoComp_00382170	tss	True	Tss more downstream	MSTRG.26714.2 ENST00000652148.1	T98G vs. 42MGBA	Alternative TSS
geneComp_00069185	ENSG00000117868.17	ESYT2	intrinsically_resistant	sensitive	MSTRG.26714.2	ENST00000652148.1	isoComp_00382171	isoComp_00382170	intron_structure	True		MSTRG.26714.2 ENST00000652148.1	T98G vs. 42MGBA	Intron Structure
geneComp_00069185	ENSG00000117868.17	ESYT2	intrinsically_resistant	sensitive	MSTRG.26714.2	ENST00000652148.1	isoComp_00382171	isoComp_00382170	5_utr_seq_similarity	True	5UTR is longer	MSTRG.26714.2 ENST00000652148.1	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00069341	ENSG00000119684.16	MLH3	intrinsically_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00383387	isoComp_00383374	tts	True	Tts more upstream	MSTRG.8559.6 ENST00000355774.7	T98G vs. 42MGBA	Alternative TTS
geneComp_00069341	ENSG00000119684.16	MLH3	intrinsically_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00383387	isoComp_00383374	intron_structure	True		MSTRG.8559.6 ENST00000355774.7	T98G vs. 42MGBA	Intron Structure
geneComp_00069341	ENSG00000119684.16	MLH3	intrinsically_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00383387	isoComp_00383374	exon_number	True	Exon loss	MSTRG.8559.6 ENST00000355774.7	T98G vs. 42MGBA	Exon Number
geneComp_00069341	ENSG00000119684.16	MLH3	intrinsically_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00383387	isoComp_00383374	intron_retention	True	Intron retention loss	MSTRG.8559.6 ENST00000355774.7	T98G vs. 42MGBA	Intron Retention
geneComp_00069341	ENSG00000119684.16	MLH3	intrinsically_resistant	sensitive	MSTRG.8559.6	ENST00000355774.7	isoComp_00383387	isoComp_00383374	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.8559.6 ENST00000355774.7	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00069584	ENSG00000121988.18	ZRANB3	intrinsically_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00385457	isoComp_00385467	tts	True	Tts more downstream	ENST00000264159.11 MSTRG.16516.10	T98G vs. 42MGBA	Alternative TTS
geneComp_00069584	ENSG00000121988.18	ZRANB3	intrinsically_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00385457	isoComp_00385467	intron_structure	True		ENST00000264159.11 MSTRG.16516.10	T98G vs. 42MGBA	Intron Structure
geneComp_00069584	ENSG00000121988.18	ZRANB3	intrinsically_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00385457	isoComp_00385467	last_exon	True	Last exon more downstream	ENST00000264159.11 MSTRG.16516.10	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00069584	ENSG00000121988.18	ZRANB3	intrinsically_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00385457	isoComp_00385467	exon_number	True	Exon gain	ENST00000264159.11 MSTRG.16516.10	T98G vs. 42MGBA	Exon Number
geneComp_00069584	ENSG00000121988.18	ZRANB3	intrinsically_resistant	sensitive	ENST00000264159.11	MSTRG.16516.10	isoComp_00385457	isoComp_00385467	3_utr_seq_similarity	True	3UTR is longer	ENST00000264159.11 MSTRG.16516.10	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00069807	ENSG00000124198.10	ARFGEF2	intrinsically_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00387554	isoComp_00387562	tss	True	Tss more downstream	ENST00000679436.1 ENST00000681399.1	T98G vs. 42MGBA	Alternative TSS
geneComp_00069807	ENSG00000124198.10	ARFGEF2	intrinsically_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00387554	isoComp_00387562	intron_structure	True		ENST00000679436.1 ENST00000681399.1	T98G vs. 42MGBA	Intron Structure
geneComp_00069807	ENSG00000124198.10	ARFGEF2	intrinsically_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00387554	isoComp_00387562	exon_number	True	Exon gain	ENST00000679436.1 ENST00000681399.1	T98G vs. 42MGBA	Exon Number
geneComp_00069807	ENSG00000124198.10	ARFGEF2	intrinsically_resistant	sensitive	ENST00000679436.1	ENST00000681399.1	isoComp_00387554	isoComp_00387562	5_utr_seq_similarity	True	5UTR is shorter	ENST00000679436.1 ENST00000681399.1	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00070200	ENSG00000127554.13	GFER	intrinsically_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00390835	isoComp_00390833	tss	True	Tss more downstream	ENST00000565658.1 ENST00000248114.7	T98G vs. 42MGBA	Alternative TSS
geneComp_00070200	ENSG00000127554.13	GFER	intrinsically_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00390835	isoComp_00390833	tts	True	Tts more upstream	ENST00000565658.1 ENST00000248114.7	T98G vs. 42MGBA	Alternative TTS
geneComp_00070200	ENSG00000127554.13	GFER	intrinsically_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00390835	isoComp_00390833	exon_number	True	Exon loss	ENST00000565658.1 ENST00000248114.7	T98G vs. 42MGBA	Exon Number
geneComp_00070200	ENSG00000127554.13	GFER	intrinsically_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00390835	isoComp_00390833	intron_retention	True	Intron retention gain	ENST00000565658.1 ENST00000248114.7	T98G vs. 42MGBA	Intron Retention
geneComp_00070200	ENSG00000127554.13	GFER	intrinsically_resistant	sensitive	ENST00000565658.1	ENST00000248114.7	isoComp_00390835	isoComp_00390833	5_utr_seq_similarity	True	5UTR is longer	ENST00000565658.1 ENST00000248114.7	T98G vs. 42MGBA	Alternative 5' UTR Seq
