event	samp1_inclusion	samp1_exclusion	samp2_inclusion	sampe2_exclusion	pvalue	42MGBA_42MGBAres.adj.pval
ENSG00000089157.15;SE:chr12:120196934-120196703:120196934-120197321:-	120.0	1216.0	75.0	987.0	0.09787815352940195	1.0
ENSG00000089157.15;SE:chr12:120196934-120196727:120196934-120197321:-	47.0	1289.0	25.0	1037.0	0.11693761690494206	1.0
ENSG00000089157.15;SE:chr12:120196934-120196714:120196934-120197321:-	29.0	1307.0	22.0	1040.0	0.8878583316842832	1.0
ENSG00000089157.15;SE:chr12:120197462-120198553:120198799-120198853:-	43.0	126.0	22.0	106.0	0.09162889327515676	1.0
ENSG00000089157.15;SE:chr12:120199485-120200718:120200891-120201082:-	66.0	37.0	55.0	34.0	0.7661098697611128	1.0
ENSG00000089157.15;SE:chr12:120197462-120198553:120198631-120198853:-	66.0	126.0	55.0	106.0	1.0	1.0
ENSG00000089157.15;SE:chr12:120197462-120198553:120198770-120198853:-	36.0	126.0	15.0	106.0	0.0417140500222755	1.0
ENSG00000089157.15;SE:chr12:120200891-120201082:120201114-120201082:-	48.0	198.0	26.0	155.0	0.19589619216509685	1.0
ENSG00000089159.16;SE:chr12:120214998-120215102:120215273-120221622:-	63.0	10.0	42.0	8.0	0.7973968290977034	1.0
ENSG00000089159.16;SE:chr12:120224377-120226352:120227117-120265616:-	14.0	76.0	10.0	74.0	0.5172165080063693	1.0
ENSG00000089159.16;SE:chr12:120215417-120215559:120215661-120221622:-	31.0	13.0	14.0	19.0	0.019439203220090736	1.0
ENSG00000089159.16;SE:chr12:120224377-120226361:120227117-120265616:-	57.0	76.0	32.0	74.0	0.05909585848913837	1.0
ENSG00000089159.16;SE:chr12:120215661-120216272:120216581-120221622:-	20.0	35.0	18.0	25.0	0.6770767236283366	1.0
ENSG00000089159.16;SE:chr12:120224377-120265616:120265725-120265616:-	44.0	32.0	41.0	33.0	0.8692224497429237	1.0
ENSG00000089159.16;SE:chr12:120215273-120215559:120215661-120221622:-	4.0	63.0	11.0	42.0	0.024041030088643812	1.0
ENSG00000111786.8;SE:chr12:120462162-120461692:120462162-120463949:-	5.0	56.0	1.0	74.0	0.08946585265364063	1.0
ENSG00000110871.14;SE:chr12:120504081-120504894:120504983-120510016:-	132.0	16.0	145.0	20.0	0.7271950680760925	1.0
ENSG00000110871.14;SE:chr12:120504983-120510016:120510123-120516566:-	132.0	13.0	145.0	11.0	0.6710810343744169	1.0
ENSG00000110871.14;SE:chr12:120522363-120526456:120526546-120528939:-	21.0	108.0	39.0	112.0	0.05828671683815775	1.0
ENSG00000110871.14;SE:chr12:120522363-120523884:120524002-120526456:-	25.0	28.0	22.0	42.0	0.18718816414867429	1.0
ENSG00000167272.10;SE:chr12:120579412-120579044:120579412-120579513:-	88.0	23.0	41.0	32.0	0.001008302018101231	0.9999997143805123
ENSG00000167272.10;SE:chr12:120579412-120579513:120579597-120579773:-	96.0	6.0	47.0	0.0	0.17723021785221327	1.0
ENSG00000167272.10;SE:chr12:120579597-120579773:120579923-120581114:-	88.0	7.0	41.0	18.0	0.00024373304668788448	0.9743764063339408
ENSG00000167272.10;SE:chr12:120581257-120581342:120581404-120581342:-	88.0	32.0	41.0	42.0	0.0006331039854124185	0.9999233888740383
ENSG00000089053.12;SE:chr12:121308691-121309700:121309863-121318276:-	259.0	16.0	206.0	4.0	0.03752688605824773	1.0
ENSG00000089053.12;SE:chr12:121328497-121330582:121330672-121331346:-	195.0	7.0	91.0	9.0	0.055949232342180175	1.0
ENSG00000089053.12;SE:chr12:121308691-121308426:121308691-121309700:-	15.0	259.0	6.0	206.0	0.1816374414369062	1.0
ENSG00000089053.12;SE:chr12:121308691-121309700:121310953-121309700:-	15.0	259.0	6.0	206.0	0.1816374414369062	1.0
ENSG00000256861.1;SE:chr12:122216869-122218265:122218397-122224511:-	189.0	19.0	108.0	12.0	0.845553029105597	1.0
ENSG00000256861.1;SE:chr12:122218397-122224511:122224644-122225964:-	177.0	13.0	93.0	14.0	0.09204925109096224	1.0
ENSG00000130779.20;SE:chr12:122341697-122347374:122347479-122352725:-	5.0	47.0	4.0	46.0	1.0	1.0
ENSG00000111011.17;SE:chr12:122506923-122508217:122508447-122511108:-	107.0	11.0	108.0	8.0	0.6335080630719584	1.0
ENSG00000111011.17;SE:chr12:122511188-122515104:122515227-122517226:-	175.0	11.0	179.0	5.0	0.20016738238741197	1.0
ENSG00000111011.17;SE:chr12:122519029-122520503:122520581-122521384:-	27.0	175.0	29.0	159.0	0.5673465884977572	1.0
ENSG00000111011.17;SE:chr12:122521428-122522142:122522299-122526847:-	203.0	5.0	197.0	2.0	0.44986977347076573	1.0
ENSG00000111011.17;SE:chr12:122505706-122505054:122505706-122506833:-	121.0	121.0	125.0	98.0	0.19467998912457488	1.0
ENSG00000111011.17;SE:chr12:122506923-122508217:122508450-122511108:-	124.0	11.0	107.0	8.0	0.8132423599901385	1.0
ENSG00000111011.17;SE:chr12:122522299-122526847:122526979-122526847:-	44.0	163.0	55.0	144.0	0.16519252841501733	1.0
ENSG00000111011.17;SE:chr12:122522299-122526847:122526935-122526847:-	77.0	130.0	70.0	129.0	0.6808802205651233	1.0
ENSG00000111011.17;SE:chr12:122526935-122526847:122526991-122526847:-	70.0	7.0	68.0	2.0	0.1706464283133241	1.0
ENSG00000111011.17;SE:chr12:122511188-122513766:122513874-122515104:-	14.0	197.0	10.0	197.0	0.5295396470189881	1.0
ENSG00000051825.14;SE:chr12:123203084-123203249:123203375-123210055:-	46.0	17.0	31.0	15.0	0.5317484969694186	1.0
ENSG00000051825.14;SE:chr12:123210162-123214743:123214834-123218375:-	60.0	3.0	45.0	1.0	0.6366593921431908	1.0
ENSG00000051825.14;SE:chr12:123223127-123227462:123227616-123230260:-	28.0	17.0	21.0	13.0	1.0	1.0
ENSG00000051825.14;SE:chr12:123223127-123227462:123227572-123230260:-	13.0	17.0	8.0	13.0	0.7778813919578811	1.0
ENSG00000051825.14;SE:chr12:123223127-123226287:123226351-123227462:-	5.0	41.0	4.0	29.0	1.0	1.0
ENSG00000111328.6;SE:chr12:123261803-123261002:123261803-123265195:-	94.0	154.0	84.0	152.0	0.6376264979084976	1.0
ENSG00000139697.13;SE:chr12:123345570-123348028:123348133-123350309:-	53.0	6.0	28.0	4.0	0.7367157142704286	1.0
ENSG00000139697.13;SE:chr12:123345567-123348028:123348133-123350309:-	45.0	5.0	25.0	3.0	1.0	1.0
ENSG00000150977.10;SE:chr12:123415921-123423043:123423157-123430507:-	57.0	10.0	36.0	1.0	0.09191385458944797	1.0
ENSG00000111361.12;SE:chr12:123624862-123626424:123626493-123627043:-	99.0	11.0	60.0	5.0	0.78760660086752	1.0
ENSG00000111361.12;SE:chr12:123630533-123632344:123632446-123633544:-	115.0	6.0	63.0	4.0	0.746123748545503	1.0
ENSG00000111361.12;SE:chr12:123632446-123633544:123633683-123633544:-	89.0	26.0	47.0	16.0	0.7138438983741446	1.0
ENSG00000073614.12;SE:chr12:285662-286125:286207-292758:-	21.0	20.0	28.0	19.0	0.5201048440266969	1.0
ENSG00000089154.10;SE:chr12:120147272-120148166:120148346-120149605:-	37.0	23.0	35.0	23.0	1.0	1.0
ENSG00000089154.10;SE:chr12:120144448-120144638:120144835-120144922:-	43.0	17.0	41.0	17.0	1.0	1.0
ENSG00000089154.10;SE:chr12:120168300-120170168:120170321-120173652:-	27.0	20.0	25.0	18.0	1.0	1.0
ENSG00000089154.10;SE:chr12:120184887-120190297:120190400-120194679:-	43.0	4.0	41.0	2.0	0.6785984373672679	1.0
ENSG00000120647.9;SE:chr12:405564-409367:409421-411746:+	61.0	68.0	36.0	29.0	0.36149416290567127	1.0
ENSG00000120647.9;SE:chr12:401684-405510:405564-409367:+	54.0	10.0	32.0	2.0	0.20750847593643523	1.0
ENSG00000120647.9;SE:chr12:401684-405510:405564-411746:+	68.0	10.0	29.0	5.0	0.7701827780558071	1.0
ENSG00000004478.7;SE:chr12:2799940-2800038:2800122-2800391:+	103.0	20.0	41.0	6.0	0.6417885825886219	1.0
ENSG00000171792.10;SE:chr12:2877282-2885282:2885534-2887910:+	136.0	18.0	47.0	7.0	0.8100318711714838	1.0
ENSG00000171792.10;SE:chr12:2885534-2887910:2889008-2887910:+	136.0	26.0	47.0	8.0	1.0	1.0
ENSG00000078246.16;SE:chr12:2909580-2920762:2920922-2922261:+	75.0	18.0	83.0	16.0	0.5766154648308218	1.0
ENSG00000078246.16;SE:chr12:2934561-2937630:2937729-2938113:+	78.0	15.0	91.0	8.0	0.11883183675605871	1.0
ENSG00000078246.16;SE:chr12:2890988-2890884:2890988-2909528:+	15.0	29.0	8.0	33.0	0.14981431114231647	1.0
ENSG00000078246.16;SE:chr12:2890988-2909528:2909958-2909528:+	1.0	43.0	1.0	40.0	1.0	1.0
ENSG00000111247.14;SE:chr12:4538956-4538906:4538956-4541883:+	10.0	144.0	2.0	91.0	0.21993176829565614	1.0
ENSG00000111247.14;SE:chr12:4553147-4556352:4556502-4558856:+	135.0	2.0	78.0	4.0	0.20000778940738057	1.0
ENSG00000111247.14;SE:chr12:4556502-4558856:4559625-4558856:+	10.0	135.0	2.0	80.0	0.2192283500213336	1.0
ENSG00000111247.14;SE:chr12:4543904-4546308:4546418-4548091:+	88.0	18.0	49.0	5.0	0.23728164307926897	1.0
ENSG00000111247.14;SE:chr12:4543904-4545781:4545832-4546308:+	20.0	88.0	27.0	49.0	0.010515359923797306	1.0
ENSG00000111247.14;SE:chr12:4543904-4545218:4545832-4546308:+	4.0	88.0	2.0	49.0	1.0	1.0
ENSG00000010219.13;SE:chr12:4605086-4607326:4607387-4610154:+	41.0	19.0	19.0	23.0	0.02507615597319866	1.0
ENSG00000255639.3;SE:chr12:4662635-4667536:4667654-4668456:+	23.0	65.0	16.0	26.0	0.21921566591739675	1.0
ENSG00000255639.3;SE:chr12:4659177-4662532:4662635-4668456:+	65.0	4.0	26.0	2.0	1.0	1.0
ENSG00000255639.3;SE:chr12:4649175-4649142:4649175-4654291:+	53.0	58.0	23.0	29.0	0.7374301323135366	1.0
ENSG00000139192.11;SE:chr12:6458947-6460854:6460938-6462033:+	53.0	4.0	22.0	2.0	1.0	1.0
ENSG00000010292.12;SE:chr12:6511252-6514264:6514392-6514463:+	91.0	3.0	28.0	0.0	1.0	1.0
ENSG00000010292.12;SE:chr12:6521110-6521797:6522037-6522827:+	70.0	18.0	14.0	9.0	0.09868082722445132	1.0
ENSG00000010292.12;SE:chr12:6494154-6494116:6494154-6495075:+	24.0	70.0	4.0	24.0	0.3067606181280909	1.0
ENSG00000010292.12;SE:chr12:6531076-6531326:6531692-6531326:+	24.0	68.0	4.0	21.0	0.4287312034302392	1.0
ENSG00000111640.14;SE:chr12:6534569-6534516:6534569-6534809:+	73.0	3626.0	28.0	1164.0	0.4142281463734565	1.0
ENSG00000111640.14;SE:chr12:6534569-6534809:6534861-6536493:+	2895.0	63.0	896.0	17.0	0.6910090180824073	1.0
ENSG00000111640.14;SE:chr12:6534861-6536493:6536593-6536683:+	2710.0	124.0	849.0	58.0	0.016513131036552168	1.0
ENSG00000111640.14;SE:chr12:6536593-6536683:6537010-6537100:+	423.0	92.0	141.0	27.0	0.6407866933983063	1.0
ENSG00000111640.14;SE:chr12:6537010-6537100:6537216-6537308:+	2164.0	83.0	777.0	12.0	0.001848338073145554	0.9999999999989166
ENSG00000111640.14;SE:chr12:6537216-6537308:6537996-6538100:+	492.0	132.0	184.0	34.0	0.09238796363447546	1.0
ENSG00000111640.14;SE:chr12:6537996-6538100:6538348-6538100:+	718.0	3597.0	266.0	1160.0	0.08149558125388245	1.0
ENSG00000111640.14;SE:chr12:6536790-6536919:6537216-6537308:+	219.0	48.0	79.0	19.0	0.7616643656116522	1.0
ENSG00000111640.14;SE:chr12:6537216-6537308:6537390-6537583:+	2657.0	140.0	945.0	33.0	0.040607596673515864	1.0
ENSG00000111640.14;SE:chr12:6536593-6536683:6536790-6536919:+	2014.0	78.0	642.0	26.0	0.8163453802218121	1.0
ENSG00000111640.14;SE:chr12:6536790-6536919:6537010-6537100:+	1879.0	181.0	631.0	61.0	1.0	1.0
ENSG00000111640.14;SE:chr12:6537010-6537100:6537390-6537583:+	217.0	95.0	38.0	25.0	0.1823567973007526	1.0
ENSG00000111640.14;SE:chr12:6534569-6537100:6537216-6537308:+	21.0	44.0	5.0	17.0	0.5905597402941811	1.0
ENSG00000111640.14;SE:chr12:6536790-6536919:6537010-6537308:+	83.0	48.0	12.0	19.0	0.015164873757981933	1.0
ENSG00000111640.14;SE:chr12:6537010-6537308:6537390-6537583:+	83.0	95.0	12.0	25.0	0.14556855643023847	1.0
ENSG00000111640.14;SE:chr12:6537996-6538100:6538334-6538100:+	291.0	4024.0	64.0	1362.0	0.001854097820784272	0.9999999999990021
ENSG00000111640.14;SE:chr12:6534861-6536493:6536790-6536919:+	42.0	91.0	16.0	31.0	0.856105906882667	1.0
ENSG00000111640.14;SE:chr12:6536790-6537308:6537390-6537583:+	48.0	46.0	19.0	21.0	0.8504316485483971	1.0
ENSG00000111640.14;SE:chr12:6534569-6534809:6536593-6536683:+	307.0	47.0	114.0	13.0	0.43562396336027925	1.0
ENSG00000111640.14;SE:chr12:6536790-6536919:6537010-6537583:+	95.0	46.0	25.0	21.0	0.11521975068283496	1.0
ENSG00000111640.14;SE:chr12:6534569-6536493:6536593-6536683:+	63.0	47.0	17.0	13.0	1.0	1.0
ENSG00000111640.14;SE:chr12:6534569-6534537:6534569-6534809:+	420.0	3279.0	159.0	1033.0	0.07108349104950701	1.0
ENSG00000111640.14;SE:chr12:6537010-6537100:6537216-6537583:+	140.0	95.0	33.0	25.0	0.766180648583106	1.0
ENSG00000111640.14;SE:chr12:6537216-6537583:6537996-6538100:+	140.0	132.0	33.0	34.0	0.7858490016282853	1.0
ENSG00000111640.14;SE:chr12:6534569-6534809:6534861-6536683:+	124.0	47.0	58.0	13.0	0.1443984336382117	1.0
ENSG00000111640.14;SE:chr12:6534861-6536683:6536790-6536919:+	124.0	91.0	58.0	31.0	0.24856558386180339	1.0
ENSG00000111640.14;SE:chr12:6536593-6536683:6536790-6537100:+	181.0	92.0	61.0	27.0	0.6958597327307583	1.0
ENSG00000111640.14;SE:chr12:6536790-6537100:6537216-6537308:+	181.0	48.0	61.0	19.0	0.6372851474416372	1.0
ENSG00000111640.14;SE:chr12:6537996-6538100:6538214-6538100:+	32.0	4283.0	19.0	1407.0	0.04956644202109001	1.0
ENSG00000111640.14;SE:chr12:6534861-6536493:6536607-6536683:+	63.0	124.0	16.0	58.0	0.07235761819687334	1.0
ENSG00000111640.14;SE:chr12:6537996-6538100:6538269-6538100:+	63.0	4252.0	16.0	1410.0	0.4310987348976613	1.0
ENSG00000111640.14;SE:chr12:6534569-6537308:6537390-6537583:+	44.0	53.0	17.0	12.0	0.2897215714012005	1.0
ENSG00000111640.14;SE:chr12:6534569-6534809:6534991-6536493:+	166.0	63.0	58.0	17.0	0.4527265253401786	1.0
ENSG00000111640.14;SE:chr12:6536593-6536683:6536817-6537100:+	128.0	92.0	46.0	27.0	0.4943596300810943	1.0
ENSG00000111640.14;SE:chr12:6536817-6537100:6537216-6537308:+	128.0	46.0	46.0	12.0	0.4840627614654166	1.0
ENSG00000111640.14;SE:chr12:6536593-6536683:6536817-6536919:+	127.0	78.0	38.0	26.0	0.7692180316784454	1.0
ENSG00000111640.14;SE:chr12:6536817-6536919:6537010-6537100:+	127.0	128.0	38.0	46.0	0.5295355067856511	1.0
ENSG00000111640.14;SE:chr12:6534861-6536493:6536607-6537100:+	82.0	9.0	37.0	4.0	1.0	1.0
ENSG00000111640.14;SE:chr12:6534861-6536493:6536593-6537100:+	92.0	9.0	27.0	4.0	0.5024920012358775	1.0
ENSG00000111640.14;SE:chr12:6534569-6534809:6534861-6536919:+	91.0	20.0	31.0	1.0	0.04500780942256432	1.0
ENSG00000111640.14;SE:chr12:6534861-6536919:6537010-6537100:+	91.0	9.0	31.0	4.0	0.7410563553233154	1.0
ENSG00000111640.14;SE:chr12:6534569-6534809:6534991-6536919:+	76.0	20.0	24.0	1.0	0.07171798034449448	1.0
ENSG00000111640.14;SE:chr12:6536790-6536919:6537390-6537583:+	101.0	46.0	39.0	21.0	0.6258068632452223	1.0
ENSG00000111640.14;SE:chr12:6536593-6536683:6537390-6537583:+	89.0	9.0	22.0	5.0	0.18059484530428543	1.0
ENSG00000111640.14;SE:chr12:6537996-6538100:6538330-6538100:+	12.0	4303.0	3.0	1423.0	1.0	1.0
ENSG00000111640.14;SE:chr12:6536607-6536919:6537010-6537100:+	8.0	82.0	1.0	37.0	0.2787554864100482	1.0
ENSG00000111640.14;SE:chr12:6536593-6536919:6537010-6537100:+	78.0	92.0	26.0	27.0	0.7531739003153247	1.0
ENSG00000111652.9;SE:chr12:6730507-6730668:6730820-6730999:+	192.0	3.0	81.0	1.0	1.0	1.0
ENSG00000111652.9;SE:chr12:6724818-6727925:6728001-6728222:+	167.0	40.0	63.0	17.0	0.7424388851355489	1.0
ENSG00000111652.9;SE:chr12:6724179-6724129:6724179-6724613:+	15.0	62.0	11.0	10.0	0.004624741039394097	1.0
ENSG00000159335.15;SE:chr12:6769999-6770156:6770218-6770391:+	71.0	7.0	45.0	10.0	0.18603954491247482	1.0
ENSG00000159335.15;SE:chr12:6770218-6770391:6770777-6770391:+	18.0	53.0	9.0	36.0	0.6527860226423493	1.0
ENSG00000111667.13;SE:chr12:6859541-6860150:6860238-6860365:+	240.0	12.0	115.0	4.0	0.7848128194113834	1.0
ENSG00000111667.13;SE:chr12:6856150-6856304:6856450-6856706:+	230.0	22.0	111.0	8.0	0.6835805564735844	1.0
ENSG00000111669.14;SE:chr12:6867681-6868863:6868987-6869098:+	639.0	37.0	197.0	9.0	0.5961696598545503	1.0
ENSG00000111669.14;SE:chr12:6868987-6869098:6869183-6869257:+	623.0	40.0	193.0	14.0	0.7414842222748919	1.0
ENSG00000111669.14;SE:chr12:6867681-6869098:6869183-6869257:+	37.0	56.0	9.0	22.0	0.39079069572866465	1.0
ENSG00000111669.14;SE:chr12:6869390-6869687:6869773-6870048:+	548.0	98.0	197.0	23.0	0.09125161105303956	1.0
ENSG00000111669.14;SE:chr12:6869773-6870048:6870136-6870264:+	623.0	34.0	218.0	4.0	0.03473435340936429	1.0
ENSG00000111669.14;SE:chr12:6867681-6867538:6867681-6868863:+	18.0	733.0	4.0	226.0	0.7990440267580547	1.0
ENSG00000111669.14;SE:chr12:6867681-6868863:6868987-6869257:+	40.0	56.0	14.0	22.0	0.8438565076295543	1.0
ENSG00000111669.14;SE:chr12:6867681-6867558:6867681-6868863:+	305.0	446.0	115.0	115.0	0.014701037292898587	1.0
ENSG00000111669.14;SE:chr12:6870136-6870264:6870825-6870264:+	437.0	476.0	144.0	148.0	0.6867318331420059	1.0
ENSG00000111669.14;SE:chr12:6867681-6867544:6867681-6868863:+	43.0	708.0	12.0	218.0	0.8706270762908064	1.0
ENSG00000111669.14;SE:chr12:6867681-6869257:6869390-6869687:+	47.0	38.0	16.0	13.0	1.0	1.0
ENSG00000111669.14;SE:chr12:6870136-6870264:6870850-6870264:+	47.0	866.0	16.0	276.0	0.8799333659944539	1.0
ENSG00000010626.14;SE:chr12:6873781-6882195:6882327-6883703:+	38.0	54.0	29.0	32.0	0.5067827475286015	1.0
ENSG00000126749.15;SE:chr12:6974693-6975089:6975148-6975228:+	168.0	13.0	102.0	4.0	0.30522006718378153	1.0
ENSG00000126749.15;SE:chr12:6975148-6975228:6975378-6975695:+	160.0	23.0	100.0	1.0	0.0005004576601678423	0.9994473217966616
ENSG00000126749.15;SE:chr12:6975378-6975695:6975977-6975695:+	160.0	13.0	100.0	4.0	0.3029559382663216	1.0
ENSG00000089818.17;SE:chr12:8090299-8091768:8091850-8092675:+	70.0	7.0	49.0	4.0	1.0	1.0
ENSG00000166532.15;SE:chr12:8777802-8780034:8780112-8780574:+	0.0	61.0	3.0	42.0	0.07355380468588077	1.0
ENSG00000213782.7;SE:chr12:12823319-12823869:12824016-12824539:+	276.0	13.0	133.0	3.0	0.2895307253339986	1.0
ENSG00000171681.12;SE:chr12:14456634-14457206:14457295-14460494:+	66.0	6.0	56.0	12.0	0.1307830977159595	1.0
ENSG00000171681.12;SE:chr12:14365827-14423908:14425473-14434336:+	35.0	7.0	29.0	7.0	0.7754307591971595	1.0
ENSG00000023734.10;SE:chr12:15882819-15883540:15883676-15889927:+	743.0	66.0	303.0	42.0	0.03598570518055498	1.0
ENSG00000023734.10;SE:chr12:15900053-15900946:15901012-15902916:+	793.0	23.0	338.0	11.0	0.8494220810556793	1.0
ENSG00000023697.12;SE:chr12:15911414-15911690:15911753-15956935:+	8.0	76.0	2.0	22.0	1.0	1.0
ENSG00000023697.12;SE:chr12:15957033-15958187:15958335-15959828:+	74.0	10.0	21.0	3.0	1.0	1.0
ENSG00000023697.12;SE:chr12:15962947-15982307:15982436-16032541:+	73.0	11.0	22.0	2.0	0.728629735125262	1.0
ENSG00000023697.12;SE:chr12:15911414-15911368:15911414-15956935:+	55.0	21.0	17.0	5.0	0.786944420942252	1.0
ENSG00000023697.12;SE:chr12:16036381-16036689:16037274-16036689:+	55.0	29.0	17.0	7.0	0.8066373751470498	1.0
ENSG00000008394.12;SE:chr12:16354378-16357604:16357699-16363794:+	409.0	63.0	35.0	6.0	0.8114376696028158	1.0
ENSG00000008394.12;SE:chr12:16347710-16347651:16347710-16354230:+	2.0	465.0	0.0	41.0	1.0	1.0
ENSG00000008394.12;SE:chr12:16347710-16354230:16354326-16354230:+	2.0	465.0	0.0	41.0	1.0	1.0
ENSG00000008394.12;SE:chr12:16347710-16347673:16347710-16354230:+	321.0	146.0	32.0	9.0	0.28813346725732947	1.0
ENSG00000008394.12;SE:chr12:16347710-16354230:16354378-16357604:+	382.0	18.0	35.0	0.0	0.382912564015057	1.0
ENSG00000008394.12;SE:chr12:16357699-16363794:16363955-16363794:+	321.0	176.0	32.0	8.0	0.056374151656868744	1.0
ENSG00000008394.12;SE:chr12:16347710-16347660:16347710-16354230:+	12.0	455.0	0.0	41.0	0.6114873999570798	1.0
ENSG00000008394.12;SE:chr12:16357699-16360299:16360443-16363794:+	37.0	497.0	2.0	40.0	1.0	1.0
ENSG00000121350.15;SE:chr12:21449691-21452080:21452154-21455131:+	24.0	31.0	35.0	19.0	0.0346873591563839	1.0
ENSG00000111711.9;SE:chr12:21506976-21507943:21508109-21508382:+	24.0	171.0	21.0	117.0	0.5156887315156198	1.0
ENSG00000111711.9;SE:chr12:21506976-21507116:21507151-21508382:+	18.0	171.0	10.0	117.0	0.6894443208235119	1.0
ENSG00000111711.9;SE:chr12:21501948-21501818:21501948-21506884:+	171.0	42.0	117.0	31.0	0.7910629487291652	1.0
ENSG00000111711.9;SE:chr12:21501948-21506884:21506976-21508382:+	171.0	1.0	117.0	5.0	0.08523511509971946	1.0
ENSG00000111726.12;SE:chr12:22060926-22061280:22061452-22062280:+	153.0	8.0	54.0	1.0	0.45369462479743083	1.0
ENSG00000111790.13;SE:chr12:26938710-26954144:26954293-26956542:+	156.0	2.0	123.0	1.0	1.0	1.0
ENSG00000111790.13;SE:chr12:26957743-26960514:26960628-26963341:+	40.0	27.0	23.0	28.0	0.13783487007938136	1.0
ENSG00000152944.8;SE:chr12:27022621-27026419:27026534-27027346:+	205.0	13.0	157.0	11.0	0.8343393584182096	1.0
ENSG00000110841.13;SE:chr12:27524365-27524205:27524365-27578151:+	24.0	30.0	51.0	87.0	0.4109942847784988	1.0
ENSG00000110841.13;SE:chr12:27676599-27677063:27677096-27679488:+	27.0	27.0	58.0	80.0	0.3361386274360022	1.0
ENSG00000110841.13;SE:chr12:27692656-27692795:27693403-27692795:+	24.0	30.0	51.0	87.0	0.4109942847784988	1.0
ENSG00000061794.12;SE:chr12:27710955-27714779:27714820-27716290:+	55.0	24.0	25.0	8.0	0.6475882522264957	1.0
ENSG00000061794.12;SE:chr12:27724186-27735446:27735556-27737538:+	46.0	33.0	14.0	19.0	0.14868971458333316	1.0
ENSG00000061794.12;SE:chr12:27737608-27755180:27755469-27755180:+	22.0	57.0	6.0	27.0	0.3438939306264616	1.0
ENSG00000013573.16;SE:chr12:31084061-31084582:31084669-31084968:+	105.0	11.0	55.0	4.0	0.7760845605425587	1.0
ENSG00000013573.16;SE:chr12:31094822-31096340:31096379-31096636:+	112.0	3.0	55.0	2.0	1.0	1.0
ENSG00000013573.16;SE:chr12:31101130-31101832:31101982-31102242:+	107.0	10.0	60.0	3.0	0.5473255649834248	1.0
ENSG00000013573.16;SE:chr12:31085126-31086024:31086212-31087937:+	17.0	99.0	12.0	47.0	0.3913053470759676	1.0
ENSG00000087470.17;SE:chr12:32708224-32709543:32709607-32710928:+	4.0	116.0	1.0	54.0	1.0	1.0
ENSG00000087470.17;SE:chr12:32737161-32737864:32737942-32738263:+	22.0	31.0	8.0	14.0	0.7977017815042401	1.0
ENSG00000087470.17;SE:chr12:32737942-32738263:32738296-32740063:+	22.0	25.0	8.0	19.0	0.21874754213252512	1.0
ENSG00000087470.17;SE:chr12:32737161-32738263:32738296-32740063:+	28.0	45.0	12.0	16.0	0.820558914995482	1.0
ENSG00000087470.17;SE:chr12:32737161-32737864:32737942-32740063:+	25.0	45.0	19.0	16.0	0.09331107150761797	1.0
ENSG00000134283.17;SE:chr12:42326229-42332659:42332702-42335882:+	36.0	80.0	35.0	66.0	0.663667560006363	1.0
ENSG00000134283.17;SE:chr12:42375074-42384939:42384996-42387455:+	93.0	23.0	85.0	16.0	0.482397746792866	1.0
ENSG00000134283.17;SE:chr12:42335974-42351884:42352049-42355160:+	29.0	87.0	17.0	84.0	0.18273392195525157	1.0
ENSG00000134291.11;SE:chr12:47966732-47967207:47967261-47968132:+	303.0	5.0	107.0	1.0	1.0	1.0
ENSG00000134291.11;SE:chr12:47966229-47966682:47966732-47967207:+	67.0	6.0	31.0	4.0	0.7246045903327507	1.0
ENSG00000134291.11;SE:chr12:47967261-47968132:47968492-47968132:+	35.0	274.0	18.0	93.0	0.18597649382966502	1.0
ENSG00000152556.16;SE:chr12:48142066-48142781:48142946-48143752:+	116.0	14.0	92.0	5.0	0.1520283424748907	1.0
ENSG00000167535.7;SE:chr12:48824733-48824948:48824968-48825162:+	18.0	8.0	22.0	23.0	0.13661117155640573	1.0
ENSG00000178401.15;SE:chr12:49349712-49349558:49349712-49351316:+	24.0	38.0	19.0	14.0	0.08811462563076446	1.0
ENSG00000178401.15;SE:chr12:49349712-49351316:49352602-49351316:+	24.0	38.0	19.0	14.0	0.08811462563076446	1.0
ENSG00000123352.17;SE:chr12:49367587-49371227:49371290-49460769:+	67.0	49.0	25.0	28.0	0.24432122349014587	1.0
ENSG00000123352.17;SE:chr12:49367587-49441729:49441816-49460769:+	2.0	49.0	0.0	28.0	0.5365141187926008	1.0
ENSG00000123352.17;SE:chr12:49371290-49441729:49441816-49460769:+	1.0	67.0	0.0	25.0	1.0	1.0
ENSG00000123352.17;SE:chr12:49367587-49367467:49367587-49371227:+	40.0	42.0	11.0	22.0	0.15062884908564148	1.0
ENSG00000123352.17;SE:chr12:49484669-49486249:49486348-49489464:+	2.0	146.0	2.0	65.0	0.5902688314358093	1.0
ENSG00000123352.17;SE:chr12:49367587-49367494:49367587-49460769:+	17.0	32.0	9.0	19.0	1.0	1.0
ENSG00000123352.17;SE:chr12:49524896-49525943:49526382-49525943:+	17.0	75.0	9.0	29.0	0.4820713907513057	1.0
ENSG00000123352.17;SE:chr12:49371290-49406472:49406565-49460769:+	14.0	67.0	8.0	25.0	0.43668825349473195	1.0
ENSG00000123352.17;SE:chr12:49367587-49387053:49387137-49460769:+	10.0	49.0	4.0	28.0	0.7631133343431762	1.0
