event	samp1_inclusion	samp1_exclusion	samp2_inclusion	sampe2_exclusion	pvalue	T98G_42MGBA.adj.pval
ENSG00000106268.15;SE:chr7:2250002-2250828:2251121-2250828:+	6.0	73.0	3.0	117.0	0.15939945374594053	1.0
ENSG00000106268.15;SE:chr7:2242256-2242924:2242975-2244562:+	22.0	6.0	33.0	3.0	0.16325362586407619	1.0
ENSG00000106263.17;SE:chr7:2360902-2360794:2360902-2362644:+	11.0	11.0	10.0	18.0	0.3911626851649024	1.0
ENSG00000196204.11;SE:chr7:4985075-4989062:4989177-4995474:+	22.0	2.0	30.0	9.0	0.18132673569905958	1.0
ENSG00000196204.11;SE:chr7:4989177-4995474:4995582-4996609:+	26.0	12.0	44.0	32.0	0.31271742559972804	1.0
ENSG00000196204.11;SE:chr7:4995582-4996609:4998166-4996609:+	15.0	13.0	20.0	33.0	0.23853134451102287	1.0
ENSG00000157954.14;SE:chr7:5227344-5226178:5227344-5228103:+	2.0	27.0	6.0	41.0	0.7027446057509942	1.0
ENSG00000157954.14;SE:chr7:5229738-5230834:5231494-5230834:+	2.0	21.0	6.0	31.0	0.698285274073115	1.0
ENSG00000122674.11;SE:chr7:5900381-5900472:5900566-5900854:+	125.0	6.0	148.0	7.0	1.0	1.0
ENSG00000122674.11;SE:chr7:5898919-5898779:5898919-5900283:+	116.0	21.0	132.0	31.0	0.4458160657584098	1.0
ENSG00000122674.11;SE:chr7:5910116-5911860:5911922-5912842:+	127.0	1.0	150.0	8.0	0.04534540189854179	1.0
ENSG00000122674.11;SE:chr7:5912954-5918866:5918900-5919848:+	126.0	1.0	148.0	2.0	1.0	1.0
ENSG00000106305.9;SE:chr7:6009498-6015145:6015352-6017813:+	94.0	6.0	135.0	15.0	0.35336513443451034	1.0
ENSG00000106305.9;SE:chr7:6018045-6023302:6023819-6023302:+	94.0	45.0	135.0	83.0	0.30884825543111505	1.0
ENSG00000106305.9;SE:chr7:6009378-6014901:6015052-6015145:+	12.0	17.0	14.0	45.0	0.1347948238564355	1.0
ENSG00000136247.14;SE:chr7:6577498-6577589:6577720-6578565:+	20.0	28.0	24.0	39.0	0.8448849856685254	1.0
ENSG00000219545.11;SE:chr7:7673453-7676101:7676208-7801669:+	6.0	36.0	5.0	35.0	1.0	1.0
ENSG00000106443.16;SE:chr7:11051780-11061790:11061841-11061963:+	17.0	8.0	48.0	27.0	0.8113268375598344	1.0
ENSG00000106443.16;SE:chr7:10974324-10974277:10974324-10974834:+	9.0	16.0	19.0	56.0	0.31455818144747827	1.0
ENSG00000106443.16;SE:chr7:10974945-10982371:10983159-10990702:+	21.0	4.0	53.0	22.0	0.2919932887969746	1.0
ENSG00000106443.16;SE:chr7:11111467-11169415:11169590-11169415:+	9.0	38.0	19.0	44.0	0.2686342746559429	1.0
ENSG00000106443.16;SE:chr7:10974324-10974152:10974324-10974834:+	4.0	21.0	13.0	62.0	1.0	1.0
ENSG00000106443.16;SE:chr7:11062085-11110524:11110551-11111349:+	0.0	47.0	6.0	57.0	0.03673601509751567	1.0
ENSG00000106460.18;SE:chr7:12230438-12231061:12231115-12231836:+	26.0	18.0	50.0	20.0	0.22135215544258538	1.0
ENSG00000106460.18;SE:chr7:12231115-12231836:12232777-12231836:+	15.0	11.0	25.0	25.0	0.6301476285674703	1.0
ENSG00000106460.18;SE:chr7:12231115-12231836:12232901-12231836:+	11.0	15.0	25.0	25.0	0.6301476285674708	1.0
ENSG00000136261.14;SE:chr7:16682845-16685904:16686040-16689796:+	44.0	5.0	85.0	8.0	0.7657954149998552	1.0
ENSG00000136261.14;SE:chr7:16698186-16704546:16704669-16706059:+	63.0	1.0	132.0	6.0	0.43538436423367144	1.0
ENSG00000136261.14;SE:chr7:16704669-16706059:16706210-16706059:+	5.0	64.0	13.0	127.0	0.7947650082688221	1.0
ENSG00000122550.17;SE:chr7:23106146-23117833:23117964-23123776:+	9.0	75.0	6.0	102.0	0.2780099076126448	1.0
ENSG00000136243.16;SE:chr7:23187146-23195838:23195915-23196679:+	44.0	5.0	32.0	8.0	0.23547275111168509	1.0
ENSG00000136243.16;SE:chr7:23196766-23197172:23197247-23199457:+	4.0	49.0	2.0	44.0	0.6826440022909955	1.0
ENSG00000136235.16;SE:chr7:23253459-23254168:23254312-23256891:+	23.0	0.0	242.0	14.0	0.6145413109286886	1.0
ENSG00000122565.18;SE:chr7:26201561-26202970:26203022-26206367:+	17.0	22.0	16.0	40.0	0.18844603853406963	1.0
ENSG00000122565.18;SE:chr7:26206510-26208392:26208555-26211661:+	132.0	1.0	196.0	2.0	1.0	1.0
ENSG00000122565.18;SE:chr7:26211756-26212081:26212437-26212081:+	27.0	240.0	36.0	254.0	0.42356769867059085	1.0
ENSG00000122565.18;SE:chr7:26212437-26212081:26212494-26212081:+	17.0	10.0	15.0	21.0	0.12818713266209686	1.0
ENSG00000122565.18;SE:chr7:26201826-26201754:26201826-26202970:+	22.0	52.0	26.0	92.0	0.23642633966975596	1.0
ENSG00000122565.18;SE:chr7:26201826-26202970:26203022-26206367:+	74.0	36.0	118.0	44.0	0.34450113675941946	1.0
ENSG00000122565.18;SE:chr7:26201826-26201780:26201826-26202970:+	49.0	25.0	83.0	35.0	0.6316491976543004	1.0
ENSG00000122565.18;SE:chr7:26211756-26212081:26212494-26212081:+	49.0	218.0	83.0	207.0	0.0051536280192212205	1.0
ENSG00000122565.18;SE:chr7:26201826-26201778:26201826-26202970:+	2.0	72.0	7.0	111.0	0.4863379456257646	1.0
ENSG00000106052.13;SE:chr7:27758133-27765833:27766021-27769675:+	574.0	14.0	543.0	22.0	0.1751472208105384	1.0
ENSG00000106052.13;SE:chr7:27766021-27769675:27769834-27785162:+	583.0	2.0	540.0	3.0	0.6761483275560547	1.0
ENSG00000106052.13;SE:chr7:27796219-27799964:27800090-27816348:+	523.0	13.0	489.0	16.0	0.5727388295003626	1.0
ENSG00000106052.13;SE:chr7:27800090-27816348:27816394-27816889:+	355.0	10.0	360.0	8.0	0.6423090993253893	1.0
ENSG00000106052.13;SE:chr7:27816394-27816889:27817038-27827737:+	371.0	78.0	385.0	49.0	0.012423177889632899	1.0
ENSG00000106052.13;SE:chr7:27816520-27816889:27817038-27827737:+	60.0	13.0	50.0	14.0	0.6676571018631177	1.0
ENSG00000106052.13;SE:chr7:27740269-27740167:27740269-27748517:+	13.0	557.0	16.0	525.0	0.5733708424264832	1.0
ENSG00000106052.13;SE:chr7:27827820-27828627:27828867-27828627:+	61.0	534.0	56.0	512.0	0.8458527147566304	1.0
ENSG00000106052.13;SE:chr7:27740269-27740168:27740269-27748517:+	48.0	522.0	40.0	501.0	0.5789050803281036	1.0
ENSG00000106052.13;SE:chr7:27800090-27816348:27816520-27816889:+	58.0	10.0	39.0	8.0	0.797000876655338	1.0
ENSG00000106052.13;SE:chr7:27800090-27816348:27816520-27827737:+	13.0	48.0	14.0	40.0	0.6606756097171204	1.0
ENSG00000106052.13;SE:chr7:27800090-27816889:27817038-27827737:+	10.0	48.0	8.0	40.0	1.0	1.0
ENSG00000106052.13;SE:chr7:27800090-27816348:27816394-27827737:+	78.0	48.0	49.0	40.0	0.32766765038445844	1.0
ENSG00000106052.13;SE:chr7:27800090-27816348:27817038-27827737:+	6.0	48.0	7.0	40.0	0.7669845993700249	1.0
ENSG00000106052.13;SE:chr7:27800090-27803108:27803180-27816348:+	3.0	523.0	9.0	489.0	0.08307369391315428	1.0
ENSG00000106105.13;SE:chr7:30603122-30603495:30603572-30609584:+	160.0	11.0	472.0	23.0	0.4194540019702704	1.0
ENSG00000106105.13;SE:chr7:30622462-30626233:30626319-30628559:+	114.0	1.0	330.0	5.0	1.0	1.0
ENSG00000106105.13;SE:chr7:30628669-30631447:30631541-30632246:+	157.0	16.0	467.0	36.0	0.4082642914572704	1.0
ENSG00000106105.13;SE:chr7:30595143-30598795:30598897-30599946:+	151.0	14.0	429.0	27.0	0.27348198271381025	1.0
ENSG00000106105.13;SE:chr7:30595143-30595823:30595933-30598795:+	9.0	151.0	46.0	429.0	0.14303333468938878	1.0
ENSG00000106105.13;SE:chr7:30595143-30594908:30595143-30598795:+	45.0	106.0	145.0	284.0	0.4200979955034441	1.0
ENSG00000106105.13;SE:chr7:30632437-30633734:30633892-30633734:+	45.0	151.0	145.0	467.0	0.9229314471421333	1.0
ENSG00000106105.13;SE:chr7:30617278-30621392:30622462-30628559:+	1.0	46.0	5.0	127.0	1.0	1.0
ENSG00000106105.13;SE:chr7:30632437-30633734:30634001-30633734:+	1.0	195.0	3.0	609.0	1.0	1.0
ENSG00000122642.10;SE:chr7:32979583-32979508:32979583-32980363:+	810.0	1.0	709.0	6.0	0.055787290532537503	1.0
ENSG00000122545.19;SE:chr7:35801270-35832803:35832893-35863551:+	19.0	1.0	26.0	13.0	0.021887011990936373	1.0
ENSG00000122545.19;SE:chr7:35872766-35873640:35873775-35879822:+	200.0	4.0	227.0	4.0	1.0	1.0
ENSG00000122545.19;SE:chr7:35885879-35890667:35890793-35898247:+	191.0	1.0	205.0	4.0	0.37413035967140473	1.0
ENSG00000122545.19;SE:chr7:35801270-35832797:35832900-35863551:+	35.0	1.0	37.0	13.0	0.0059804341739350415	1.0
ENSG00000122545.19;SE:chr7:35801270-35832803:35832900-35863551:+	42.0	1.0	37.0	13.0	0.0012206027197352678	0.9999999883896629
ENSG00000122545.19;SE:chr7:35801270-35832792:35832893-35863551:+	20.0	1.0	25.0	13.0	0.011475653632801345	1.0
ENSG00000122545.19;SE:chr7:35903215-35904253:35905284-35904253:+	14.0	198.0	16.0	229.0	1.0	1.0
ENSG00000122545.19;SE:chr7:35801270-35801218:35801270-35832803:+	37.0	24.0	30.0	33.0	0.15468178500056076	1.0
ENSG00000122545.19;SE:chr7:35903215-35904253:35905307-35904253:+	37.0	175.0	30.0	215.0	0.1443525991119019	1.0
ENSG00000122545.19;SE:chr7:35801270-35831424:35831496-35832797:+	4.0	47.0	5.0	62.0	1.0	1.0
ENSG00000122545.19;SE:chr7:35801270-35832792:35832900-35863551:+	23.0	1.0	23.0	13.0	0.004547078134859818	1.0
ENSG00000122545.19;SE:chr7:35801270-35801223:35801270-35832797:+	18.0	29.0	17.0	45.0	0.3006114384610187	1.0
ENSG00000122545.19;SE:chr7:35801270-35831352:35831496-35832797:+	33.0	47.0	20.0	62.0	0.029265963455883132	1.0
ENSG00000122545.19;SE:chr7:35832893-35838563:35838657-35863551:+	8.0	43.0	15.0	61.0	0.6427508546715552	1.0
ENSG00000122545.19;SE:chr7:35873775-35879595:35879719-35879822:+	2.0	200.0	6.0	227.0	0.29459483274128534	1.0
ENSG00000011426.10;SE:chr7:36410704-36411058:36411166-36415757:+	103.0	2.0	131.0	6.0	0.47154630292958843	1.0
ENSG00000011426.10;SE:chr7:36415884-36417079:36417190-36419243:+	92.0	13.0	113.0	24.0	0.28645359439533	1.0
ENSG00000011426.10;SE:chr7:36427028-36428306:36428360-36439203:+	10.0	95.0	18.0	120.0	0.42503336427625993	1.0
ENSG00000011426.10;SE:chr7:36425740-36426014:36426036-36426915:+	83.0	22.0	101.0	37.0	0.36499015471716695	1.0
ENSG00000011426.10;SE:chr7:36390044-36389857:36390044-36396265:+	8.0	101.0	9.0	131.0	0.8045085502636351	1.0
ENSG00000011426.10;SE:chr7:36449837-36452476:36453559-36452476:+	8.0	123.0	9.0	172.0	0.801411811152848	1.0
ENSG00000086289.11;SE:chr7:37921208-37948839:37949048-37950199:+	21.0	10.0	24.0	10.0	1.0	1.0
ENSG00000010270.13;SE:chr7:38178420-38207446:38207729-38214356:+	113.0	3.0	82.0	3.0	0.6990724301694435	1.0
ENSG00000010270.13;SE:chr7:38215105-38217024:38217078-38217187:+	144.0	34.0	108.0	18.0	0.2843806025521653	1.0
ENSG00000010270.13;SE:chr7:38217305-38219564:38219660-38228798:+	176.0	2.0	125.0	3.0	0.6528036057846673	1.0
ENSG00000010270.13;SE:chr7:38178420-38198210:38198365-38207446:+	2.0	115.0	1.0	84.0	1.0	1.0
ENSG00000010270.13;SE:chr7:38178420-38179089:38179145-38207446:+	48.0	115.0	26.0	84.0	0.3321097502657524	1.0
ENSG00000010270.13;SE:chr7:38179145-38201713:38201966-38207446:+	7.0	48.0	9.0	26.0	0.158212761934759	1.0
ENSG00000010270.13;SE:chr7:38178420-38201713:38201966-38207446:+	4.0	115.0	4.0	84.0	0.7251067927805113	1.0
ENSG00000010270.13;SE:chr7:38178420-38178371:38178420-38207446:+	86.0	29.0	62.0	22.0	0.8712099732070893	1.0
ENSG00000010270.13;SE:chr7:38228871-38229922:38230410-38229922:+	86.0	99.0	62.0	74.0	0.910030782506872	1.0
ENSG00000241127.7;SE:chr7:39566547-39566403:39566547-39570505:+	8.0	93.0	3.0	90.0	0.21753255196237142	1.0
ENSG00000241127.7;SE:chr7:39566547-39570505:39572875-39570505:+	8.0	93.0	3.0	90.0	0.21753255196237142	1.0
ENSG00000006451.7;SE:chr7:39623825-39623712:39623825-39686630:+	60.0	0.0	134.0	2.0	1.0	1.0
ENSG00000006451.7;SE:chr7:39686781-39690381:39690590-39696684:+	88.0	0.0	174.0	2.0	0.553865652724851	1.0
ENSG00000006451.7;SE:chr7:39696859-39706122:39706308-39706122:+	60.0	28.0	134.0	42.0	0.18455444516017988	1.0
ENSG00000106591.3;SE:chr7:42932516-42932412:42932516-42934954:+	8.0	26.0	9.0	19.0	0.5696714713213709	1.0
ENSG00000106605.10;SE:chr7:43803847-43806976:43807317-43806976:+	41.0	49.0	8.0	21.0	0.12812854683903258	1.0
ENSG00000136279.20;SE:chr7:44050280-44051829:44051942-44052866:+	49.0	11.0	38.0	12.0	0.4894749274363597	1.0
ENSG00000136279.20;SE:chr7:44051942-44052866:44052941-44056756:+	49.0	3.0	38.0	1.0	0.6323653874215649	1.0
ENSG00000136279.20;SE:chr7:44058983-44059353:44059449-44059542:+	62.0	2.0	63.0	2.0	1.0	1.0
ENSG00000136279.20;SE:chr7:44059658-44060047:44060153-44060776:+	63.0	7.0	63.0	8.0	1.0	1.0
ENSG00000136279.20;SE:chr7:44060153-44060776:44061639-44060776:+	32.0	31.0	18.0	45.0	0.017511646735616303	1.0
ENSG00000136279.20;SE:chr7:44044820-44044702:44044820-44050224:+	26.0	41.0	12.0	49.0	0.020857485467627404	1.0
ENSG00000106636.7;SE:chr7:44201239-44201006:44201239-44204567:+	6.0	88.0	7.0	177.0	0.37391052689332893	1.0
ENSG00000106636.7;SE:chr7:44208198-44211022:44211124-44212246:+	73.0	6.0	139.0	7.0	0.3868243664214638	1.0
ENSG00000106636.7;SE:chr7:44211124-44211553:44211604-44212246:+	13.0	75.0	25.0	150.0	1.0	1.0
ENSG00000105953.14;SE:chr7:44606653-44606591:44606653-44624316:+	9.0	51.0	8.0	54.0	0.7978240263690138	1.0
ENSG00000105953.14;SE:chr7:44707736-44707878:44709000-44707878:+	9.0	61.0	8.0	48.0	1.0	1.0
ENSG00000105953.14;SE:chr7:44647759-44656317:44656362-44666735:+	9.0	46.0	4.0	40.0	0.37511194523620434	1.0
ENSG00000122515.14;SE:chr7:44759460-44760150:44760228-44760424:+	4.0	26.0	7.0	44.0	1.0	1.0
ENSG00000196262.13;SE:chr7:44796793-44796680:44796793-44799246:+	2886.0	144.0	2302.0	114.0	1.0	1.0
ENSG00000196262.13;SE:chr7:44796793-44799246:44799277-44799388:+	468.0	99.0	410.0	84.0	0.870800712120869	1.0
ENSG00000196262.13;SE:chr7:44799277-44799388:44799480-44799701:+	498.0	112.0	428.0	74.0	0.12489191844503145	1.0
ENSG00000196262.13;SE:chr7:44799480-44799701:44799874-44801286:+	3223.0	30.0	2587.0	21.0	0.6731594043787871	1.0
ENSG00000196262.13;SE:chr7:44799874-44801286:44801647-44801286:+	3062.0	323.0	2450.0	259.0	1.0	1.0
ENSG00000196262.13;SE:chr7:44796793-44799246:44799277-44799391:+	2472.0	26.0	1924.0	14.0	0.33686893971704457	1.0
ENSG00000196262.13;SE:chr7:44799277-44799391:44799480-44799701:+	2560.0	112.0	2011.0	74.0	0.2912663748129332	1.0
ENSG00000196262.13;SE:chr7:44801647-44801286:44801676-44801286:+	2443.0	619.0	1907.0	543.0	0.0783566525116561	1.0
ENSG00000196262.13;SE:chr7:44796793-44796721:44796793-44799246:+	12.0	3018.0	3.0	2413.0	0.0692828480363678	1.0
ENSG00000196262.13;SE:chr7:44799874-44800423:44800543-44801286:+	30.0	3385.0	16.0	2709.0	0.23333602187969135	1.0
ENSG00000196262.13;SE:chr7:44796793-44799246:44799277-44799701:+	28.0	13.0	21.0	13.0	0.6294745674944457	1.0
ENSG00000196262.13;SE:chr7:44799277-44799701:44799874-44801286:+	112.0	2.0	74.0	6.0	0.06691924323533094	1.0
ENSG00000196262.13;SE:chr7:44796793-44798747:44798904-44799246:+	72.0	3030.0	58.0	2416.0	1.0	1.0
ENSG00000196262.13;SE:chr7:44798904-44799246:44799277-44799391:+	32.0	22.0	34.0	18.0	0.5525370856126803	1.0
ENSG00000196262.13;SE:chr7:44796793-44796727:44796793-44798747:+	12.0	161.0	16.0	137.0	0.3227360528444768	1.0
ENSG00000196262.13;SE:chr7:44796793-44798747:44798904-44799388:+	12.0	99.0	16.0	84.0	0.3122690477433941	1.0
ENSG00000196262.13;SE:chr7:44799874-44801286:44801616-44801286:+	12.0	3373.0	16.0	2693.0	0.18681105011445137	1.0
ENSG00000196262.13;SE:chr7:44796793-44796708:44796793-44798747:+	68.0	105.0	69.0	84.0	0.312708764021458	1.0
ENSG00000196262.13;SE:chr7:44799874-44801286:44801625-44801286:+	28.0	3357.0	30.0	2679.0	0.2891518684240738	1.0
ENSG00000196262.13;SE:chr7:44799874-44801286:44801606-44801286:+	3.0	3382.0	0.0	2709.0	0.25910731867125825	1.0
ENSG00000196262.13;SE:chr7:44798904-44799246:44799277-44799388:+	40.0	12.0	24.0	16.0	0.10983894662399475	1.0
ENSG00000196262.13;SE:chr7:44796793-44798747:44799277-44799391:+	33.0	26.0	28.0	14.0	0.30791767356329025	1.0
ENSG00000196262.13;SE:chr7:44796793-44799246:44799480-44799701:+	20.0	13.0	20.0	13.0	1.0	1.0
ENSG00000196262.13;SE:chr7:44796793-44799388:44799480-44799701:+	99.0	13.0	84.0	13.0	0.8339982981117151	1.0
ENSG00000196262.13;SE:chr7:44796793-44798747:44798851-44799388:+	13.0	99.0	12.0	84.0	1.0	1.0
ENSG00000196262.13;SE:chr7:44796793-44799391:44799480-44799701:+	26.0	13.0	14.0	13.0	0.30647912777980046	1.0
ENSG00000196262.13;SE:chr7:44796793-44798747:44798814-44799246:+	40.0	3030.0	39.0	2416.0	0.42494510014979053	1.0
ENSG00000196262.13;SE:chr7:44799874-44801286:44801564-44801286:+	3.0	3382.0	1.0	2708.0	0.6340549974837213	1.0
ENSG00000196262.13;SE:chr7:44799277-44798745:44799277-44799391:+	9.0	2577.0	11.0	2025.0	0.37039558964541586	1.0
ENSG00000196262.13;SE:chr7:44799874-44801286:44801642-44801286:+	9.0	3376.0	11.0	2698.0	0.3735569142533024	1.0
ENSG00000136280.16;SE:chr7:45000363-45038252:45038426-45063917:+	16.0	7.0	23.0	10.0	1.0	1.0
ENSG00000183696.13;SE:chr7:48094827-48101823:48101870-48106872:+	0.0	20.0	3.0	45.0	0.5498443610822905	1.0
ENSG00000146729.9;SE:chr7:55978265-55978349:55978395-55981472:+	66.0	8.0	70.0	8.0	1.0	1.0
ENSG00000146729.9;SE:chr7:55981567-55982209:55982280-55983727:+	63.0	11.0	65.0	13.0	0.8261124730814968	1.0
ENSG00000146731.10;SE:chr7:56051985-56052421:56052485-56054368:+	363.0	2.0	421.0	3.0	1.0	1.0
ENSG00000146731.10;SE:chr7:56052485-56054368:56054503-56055623:+	363.0	18.0	421.0	27.0	0.4448165481918652	1.0
ENSG00000146731.10;SE:chr7:56058103-56058361:56058521-56058619:+	376.0	2.0	456.0	2.0	1.0	1.0
ENSG00000146731.10;SE:chr7:56058521-56058619:56058702-56059543:+	382.0	8.0	457.0	6.0	0.4271111982546504	1.0
ENSG00000146731.10;SE:chr7:56058702-56059543:56059640-56060268:+	377.0	4.0	447.0	9.0	0.4018879450217262	1.0
ENSG00000146731.10;SE:chr7:56060416-56060806:56060940-56061746:+	383.0	10.0	448.0	10.0	0.8218640731824685	1.0
ENSG00000146731.10;SE:chr7:56051985-56051787:56051985-56052421:+	320.0	63.0	377.0	75.0	1.0	1.0
ENSG00000146731.10;SE:chr7:56060940-56061746:56061849-56062682:+	346.0	7.0	404.0	21.0	0.03268123331262243	1.0
ENSG00000146731.10;SE:chr7:56061849-56062682:56062755-56063012:+	356.0	21.0	414.0	25.0	1.0	1.0
ENSG00000146731.10;SE:chr7:56062755-56063012:56063523-56063012:+	18.0	440.0	27.0	527.0	0.5410212139658563	1.0
ENSG00000146731.10;SE:chr7:56062755-56063012:56063399-56063012:+	397.0	61.0	479.0	75.0	0.9265630978897328	1.0
ENSG00000146731.10;SE:chr7:56051985-56051816:56051985-56052421:+	7.0	376.0	21.0	431.0	0.032301018916615756	1.0
ENSG00000146731.10;SE:chr7:56051985-56051825:56051985-56052421:+	9.0	374.0	8.0	444.0	0.6269544338673423	1.0
ENSG00000129103.17;SE:chr7:56073111-56074173:56074218-56074585:+	238.0	102.0	265.0	79.0	0.03797185935162368	1.0
ENSG00000129103.17;SE:chr7:56074218-56074585:56074736-56076833:+	192.0	48.0	229.0	44.0	0.29929235647757246	1.0
ENSG00000129103.17;SE:chr7:56078508-56078921:56079039-56079527:+	98.0	482.0	89.0	479.0	0.5770177215541323	1.0
ENSG00000129103.17;SE:chr7:56073111-56074173:56074218-56076833:+	48.0	47.0	44.0	46.0	0.8834033466379737	1.0
ENSG00000129103.17;SE:chr7:56074218-56076833:56076889-56078101:+	48.0	48.0	44.0	47.0	0.8839776368477472	1.0
ENSG00000129103.17;SE:chr7:56078186-56078363:56078508-56079527:+	482.0	38.0	479.0	56.0	0.08351098286054215	1.0
ENSG00000129103.17;SE:chr7:56064378-56064307:56064378-56068481:+	51.0	479.0	63.0	465.0	0.23541277670232216	1.0
ENSG00000129103.17;SE:chr7:56064378-56064289:56064378-56068481:+	52.0	478.0	44.0	484.0	0.45394904176249795	1.0
ENSG00000129103.17;SE:chr7:56073111-56074585:56074736-56076833:+	102.0	47.0	79.0	46.0	0.3727319047977471	1.0
ENSG00000129103.17;SE:chr7:56073111-56074173:56074218-56078101:+	48.0	44.0	47.0	55.0	0.4722479820105894	1.0
ENSG00000129103.17;SE:chr7:56068638-56072996:56073111-56076833:+	47.0	41.0	46.0	48.0	0.5567865743027482	1.0
ENSG00000129103.17;SE:chr7:56073111-56076833:56076889-56078101:+	47.0	44.0	46.0	55.0	0.4698786005811969	1.0
ENSG00000129103.17;SE:chr7:56074218-56074585:56074639-56076833:+	46.0	48.0	36.0	44.0	0.6491141505503859	1.0
ENSG00000198039.11;SE:chr7:64903419-64917029:64917118-64917580:+	20.0	16.0	14.0	28.0	0.06727094091954201	1.0
ENSG00000126522.16;SE:chr7:66076093-66081802:66081997-66082367:+	38.0	4.0	68.0	7.0	1.0	1.0
ENSG00000126522.16;SE:chr7:66089175-66089275:66089335-66089611:+	39.0	1.0	68.0	1.0	1.0	1.0
ENSG00000126522.16;SE:chr7:66089335-66089611:66089695-66092005:+	39.0	2.0	68.0	6.0	0.7096813926627537	1.0
ENSG00000126522.16;SE:chr7:66086662-66086743:66086821-66087333:+	36.0	6.0	62.0	13.0	0.796421309737563	1.0
ENSG00000241258.6;SE:chr7:66114970-66127703:66127740-66130743:+	46.0	8.0	74.0	10.0	0.6156700556338865	1.0
ENSG00000241258.6;SE:chr7:66127740-66130743:66130842-66134279:+	48.0	0.0	76.0	1.0	1.0	1.0
ENSG00000241258.6;SE:chr7:66114970-66114879:66114970-66127703:+	43.0	3.0	69.0	6.0	1.0	1.0
ENSG00000241258.6;SE:chr7:66145500-66152207:66152354-66152207:+	43.0	10.0	69.0	17.0	1.0	1.0
ENSG00000241258.6;SE:chr7:66152354-66152207:66153948-66152207:+	43.0	0.0	68.0	1.0	1.0	1.0
ENSG00000169902.14;SE:chr7:66205522-66240324:66241270-66286510:+	79.0	6.0	92.0	8.0	1.0	1.0
ENSG00000169902.14;SE:chr7:66352555-66356824:66356871-66359894:+	85.0	3.0	102.0	4.0	1.0	1.0
ENSG00000169902.14;SE:chr7:66241270-66286510:66286709-66352504:+	90.0	1.0	120.0	3.0	0.6383500567834633	1.0
ENSG00000169902.14;SE:chr7:66205522-66209852:66209904-66240324:+	6.0	80.0	7.0	95.0	1.0	1.0
ENSG00000169902.14;SE:chr7:66356871-66356672:66356871-66359894:+	5.0	85.0	36.0	102.0	4.077777166559042e-05	0.4595918967015551
ENSG00000154710.17;SE:chr7:66772078-66775226:66775393-66783674:+	19.0	1.0	36.0	1.0	1.0	1.0
ENSG00000154710.17;SE:chr7:66740792-66768830:66769025-66771882:+	3.0	23.0	5.0	47.0	1.0	1.0
ENSG00000154710.17;SE:chr7:66740792-66740732:66740792-66771882:+	9.0	14.0	20.0	27.0	1.0	1.0
ENSG00000154710.17;SE:chr7:66805396-66808885:66811194-66808885:+	9.0	15.0	20.0	39.0	0.8025410031968921	1.0
ENSG00000154710.17;SE:chr7:66772078-66773690:66773810-66775226:+	1.0	27.0	4.0	58.0	1.0	1.0
ENSG00000198874.12;SE:chr7:67009684-67014366:67014561-67017852:+	30.0	12.0	48.0	18.0	1.0	1.0
ENSG00000198874.12;SE:chr7:67050066-67055834:67055887-67067284:+	30.0	7.0	48.0	9.0	0.7812490013521545	1.0
ENSG00000106610.15;SE:chr7:67302885-67302653:67302885-67305986:+	12.0	42.0	16.0	33.0	0.2720652741068309	1.0
ENSG00000106610.15;SE:chr7:67309715-67320102:67320404-67320102:+	12.0	53.0	16.0	43.0	0.28658832300519793	1.0
ENSG00000106610.15;SE:chr7:67306083-67308576:67308652-67308934:+	40.0	11.0	26.0	10.0	0.612640251215069	1.0
ENSG00000225648.5;SE:chr7:72829783-72830691:72830813-72831601:+	11.0	31.0	19.0	34.0	0.37726243102863954	1.0
ENSG00000225648.5;SE:chr7:72833928-72836576:72837379-72836576:+	11.0	43.0	19.0	38.0	0.13969468101344856	1.0
ENSG00000071462.11;SE:chr7:73686900-73686998:73687095-73690915:+	174.0	8.0	189.0	1.0	0.017832051461915525	1.0
ENSG00000071462.11;SE:chr7:73687095-73690915:73691012-73692595:+	174.0	6.0	189.0	3.0	0.32430689169259413	1.0
ENSG00000071462.11;SE:chr7:73692646-73693328:73693414-73693623:+	186.0	6.0	198.0	3.0	0.3282511871158754	1.0
ENSG00000071462.11;SE:chr7:73693414-73693623:73693669-73693991:+	174.0	0.0	189.0	2.0	0.49971398464548894	1.0
ENSG00000071462.11;SE:chr7:73693669-73693991:73694050-73697604:+	177.0	12.0	185.0	10.0	0.6645184184265829	1.0
ENSG00000071462.11;SE:chr7:73683673-73683600:73683673-73683766:+	144.0	35.0	142.0	59.0	0.031960934569886315	1.0
ENSG00000071462.11;SE:chr7:73697694-73697831:73698143-73697831:+	132.0	60.0	133.0	70.0	0.5214282601094544	1.0
ENSG00000071462.11;SE:chr7:73694050-73697465:73697516-73697604:+	3.0	177.0	6.0	187.0	0.5049077638622397	1.0
ENSG00000106682.14;SE:chr7:74174442-74189672:74189737-74189821:+	66.0	26.0	159.0	80.0	0.4303770931266596	1.0
ENSG00000106682.14;SE:chr7:74189918-74190246:74190306-74194740:+	29.0	67.0	81.0	166.0	0.7000102618713213	1.0
ENSG00000106682.14;SE:chr7:74174442-74187610:74187798-74189672:+	4.0	66.0	8.0	159.0	0.7522325440793101	1.0
ENSG00000106682.14;SE:chr7:74194878-74195168:74195590-74195168:+	71.0	101.0	115.0	261.0	0.015296233299215454	1.0
